filename,yntype,problempitch,v1start,v1end,v1dur,v1mid,pitchHzv1start,pitchHzv1end,pitchHzv1mid,pitchHzv1mean,pitchstv1start,pitchstv1end,pitchstv1mid,pitchstv1mean,v0start,v0end,v0dur,v0mid,pitchHzv0start,pitchHzv0end,pitchHzv0mid,pitchHzv0mean,pitchstv0start,pitchstv0end,pitchstv0mid,pitchstv0mean,diffmeanHz,diffmidHz,diffmeanst,diffmidst
WE2_A021_6777,genuine,NO,0.48,0.6036920422725531,0.12369204227255315,0.5418460211362766,132.6976106425091,126.41071150492782,129.55416107371846,129.55416107371846,4.897581728096972,4.0573039700454565,4.482535670280414,4.480875173545803,0.73,0.89,0.16000000000000003,0.81,137.628365096501,--undefined--,167.4145886706352,161.58293213320331,5.529334067813139,--undefined--,8.921103014639277,8.2435827068523,32.02877105948485,37.860427596916736,3.7627075333064965,4.438567344358863
WE2_A025_3273,genuine,NO,1.2470630513524732,1.3328314436710875,0.08576839231861433,1.2899472475117804,278.889491549505,309.8704021457766,294.23072131111843,294.2358312091336,17.755933438356294,19.579403107345975,18.683360446816913,18.67468647543645,1.3786513757961685,1.479587933866767,0.10093655807059854,1.4291196548314677,358.2276549450221,--undefined--,406.4193537751681,398.7843756272742,22.064941999818707,--undefined--,24.275237989378123,23.933893881618797,104.54854441814058,112.18863246404965,5.259207406182348,5.59187754256121
WE2_A025_8981,genuine,NO,0.6159203234688737,0.6563682041150021,0.040447880646128365,0.6361442637919379,191.99287601619113,213.0698498585933,201.7748464929473,201.89395412127345,11.288114526289947,13.087441023416035,12.14877191672829,12.152158983380383,0.696368204115002,0.7958189715008609,0.0994507673858589,0.7460935878079314,264.5351513952533,--undefined--,362.0422989421274,342.0551101691133,16.80756533377944,--undefined--,22.23189924144177,21.149298299361202,140.16115604783982,160.2674524491801,8.997139315980819,10.08312732471348
WE2_A025_9133,genuine,YES,1.287796201041619,1.3477962010416191,0.06000000000000005,1.317796201041619,213.82090508939547,211.8962691529681,212.85858712118178,212.85858712118178,13.156827303796762,13.000290470022998,13.078724796823595,13.078671422542817,1.4177962010416192,1.537796201041619,0.11999999999999988,1.477796201041619,221.9231040503698,252.6265292908122,252.6265292908122,245.9235101155666,13.797562047201827,16.044073800934996,16.044073800934996,15.562378122413053,33.0649229943848,39.7679421696304,2.483706699870236,2.965349004111401
WE2_A062_4732s952,NA,NA,1.04,1.147606292436019,0.10760629243601905,1.0938031462180096,256.30627872504715,286.6077797139426,303.2070096055387,293.797560400593,16.255232486204267,18.22389034904917,19.203124104943388,18.633996070201956,1.147606292436019,1.31,0.16239370756398097,1.2288031462180096,286.6077797139426,--undefined--,224.49788751012358,239.84287150152267,18.22389034904917,--undefined--,14.000403403702848,15.10177533599098,-53.954688899070334,-78.70912209541513,-3.5322207342109753,-5.2027207012405405
WE2_A063_1111s566,NA,NA,0.5164395794397336,0.6006419114484955,0.08420233200876193,0.5585407454441146,212.6262470381792,250.3507254352398,231.48848623670952,231.48848623670952,13.056512935050627,15.884642164405557,14.52812323983653,14.509859048775287,0.6799033307146229,0.7764330783889408,0.09652974767431788,0.7281682045517819,258.41938243063674,249.3453340149509,243.93818405499692,248.938698717943,16.43540436633931,15.81773963583719,15.437757165613217,15.786788341980273,17.45021248123348,12.449697818287405,1.2769292932049865,0.9096339257766868
WE2_A063_537s475,NA,NA,0.8499999999999999,0.9299999999999999,0.08000000000000007,0.8899999999999999,170.18342707910563,160.6144670467629,167.901967648479,167.0813863615293,9.205086603984958,8.203222161082955,8.971429648354896,8.882865399774825,0.9590091760939992,1.037378370146529,0.07836919405252973,0.998193773120264,127.30041061238109,--undefined--,128.57127693562143,128.34136206166346,4.178764037680026,--undefined--,4.350817902100124,4.319720889446038,-38.74002429986584,-39.330690712857574,-4.5631445103287875,-4.620611746254772
WE2_A063_783s321,NA,NA,0.5600000000000003,0.6900000000000002,0.1299999999999999,0.6250000000000002,157.99744638974056,153.05490032323635,152.61989317874182,153.27951095904982,7.918766924487254,7.368590832441442,7.319233007065178,7.392070843663528,0.9131791989113924,1.0159417376476088,0.10276253873621632,0.9645604682795006,153.05490032323635,--undefined--,153.05490032323635,153.05490032323635,7.368590832441442,--undefined--,7.368590832441442,7.368590832441442,-0.22461063581346252,0.43500714449453426,-0.02348001122208565,0.049357825376263875
WE2_A065_1669s441,NA,NA,0.33784992736369535,0.4078499273636952,0.06999999999999984,0.37284992736369527,214.64631354494654,209.62226066379446,207.57201052791763,208.99956713827945,13.219643992139972,12.813477150858342,12.643309442492246,12.760955535775722,0.5778499273636953,0.6878499273636952,0.10999999999999988,0.6328499273636953,217.03512878732712,--undefined--,214.59467083940848,215.2617488746645,13.413901159468764,--undefined--,13.218266136277064,13.268166271243802,6.26218173638506,7.022660311490853,0.5072107354680799,0.5749566937848183
WE2_A065_2122s982,NA,NA,0.986999302192108,1.0203707933146509,0.033371491122542896,1.0036850477533794,236.03084255501926,216.21709825111327,227.793148763312,227.54366543832683,14.86746657475231,13.340015626714798,14.246868763106589,14.222560789920054,1.0969993021921078,1.1796036608463185,0.08260435865421067,1.1383014815192132,197.53352936754771,185.24621271040806,190.32910448787442,190.4524302101473,11.784554275284318,10.673274174657697,11.141246707868635,11.148961039639808,-37.09123522817953,-37.46404427543757,-3.0735997502802466,-3.105622055237953
WE2_A065_2168s08,NA,NA,1.0287528975842097,1.2899999999999998,0.2612471024157901,1.1593764487921048,221.78777154563625,319.88342724526115,245.8340584505508,262.63526319672985,13.790003179182284,20.130555002268668,15.55828002267047,16.413209012680177,1.4608460064265034,1.6042347580915686,0.14338875166506515,1.532540382259036,236.7151302668814,--undefined--,208.46012819045407,211.73771738173315,14.90829690916889,--undefined--,12.717217627679405,12.974793614428872,-50.897545814996704,-37.37393026009673,-3.438415398251305,-2.8410623949910647
WE2_A065_3188s774,NA,NA,0.3865994327701876,0.43659943277018765,0.050000000000000044,0.4115994327701876,199.92713347120224,192.78819756980167,195.959303791764,196.05078290424123,11.993413599764239,11.364004896362337,11.64636017468612,11.65250147367511,0.6246347483144186,0.7565994327701877,0.13196468445576914,0.6906170905423031,212.60078116188708,242.0056069389162,219.8733362597969,225.74779241272327,13.057593419756248,15.300485677895706,13.639417525343964,14.07495734083359,29.69700950848204,23.9140324680329,2.4224558671584795,1.9930573506578444
WE2_A065_3341s516,NA,NA,0.42688689383644407,0.5105932325655682,0.08370633872912414,0.46874006320100614,223.10476586407339,218.3534326294387,218.444089854644,219.2572630225111,13.892543132959197,13.519974963323287,13.527116078841555,13.590814818819915,0.6804247473280933,0.9501722781630358,0.2697475308349425,0.8152985127455645,228.59248196448047,303.3047190076273,217.5454901659595,237.65846365461175,14.313275364452057,19.209215334039143,13.453332476622204,14.876664819148035,18.401200632100654,-0.8985996886844987,1.2858500003281197,-0.07378360221935054
WE2_A072_1316s637,NA,NA,1.1183392481842542,1.1783392481842543,0.06000000000000005,1.1483392481842543,98.25835421209526,99.6044795969874,98.93141690454132,98.93141690454132,-0.30422010408889016,-0.06865229593179992,-0.18600585701490308,-0.1861555075538581,1.2683392481842541,1.3283392481842542,0.06000000000000005,1.2983392481842542,96.41682790521803,91.38072802099336,92.72462801570428,93.09000822599212,-0.6321619596667529,-1.5604579018815181,-1.3090103049638093,-1.243004152857524,-5.8414086785492,-6.206788888837039,-1.0568486453036658,-1.1230044479489063
WE2_A072_1713s52,NA,NA,1.434377108007529,1.5401869293122952,0.10580982130476624,1.487282018659912,180.62185815222762,184.01587234642014,180.02589565964146,180.8719962388841,10.235667609000743,10.557631290057973,10.17845174447011,10.259267156663114,1.6475429999433548,1.7267160368891965,0.07917303694584166,1.6871295184162758,196.23769237722237,183.40717591491466,184.29604161331167,186.41698088447225,11.671099778681315,10.500601036072272,10.584059041410297,10.777380561097686,5.544984645588158,4.270145953670209,0.5181134044345725,0.4056072969401878
WE2_A072_1808s473,NA,NA,0.9885102002867412,1.0385102002867412,0.050000000000000044,1.013510200286741,89.12155456891473,89.25160938340296,88.61306968351664,88.7106837730625,-1.9938567614102352,-1.9699871373050144,-2.092929589671854,-2.0740845572760565,1.203613580236971,1.2910472447770194,0.08743366454004842,1.247330412506995,124.8738039963328,134.85149303843815,130.94650756899478,130.69739964437343,3.843221759332534,5.1764051644703954,4.667526054865704,4.630507950813229,41.986715871310935,42.33343788547813,6.704592508089285,6.760455644537558
WE2_A072_2939s309,NA,NA,0.9375924661753536,0.9875924661753537,0.050000000000000044,0.9625924661753537,190.12903649342093,182.84244083389655,186.64189749244045,186.60314657343793,11.123383010925293,10.44696060781539,10.802740670388355,10.798168956509315,1.1072045018213539,1.1775924661753536,0.07038796435399974,1.1423984839983539,180.68752262696077,176.71753351313444,178.7094843256512,178.7092080539896,10.24192872340502,9.857258520634044,10.05131267454716,10.050954037373796,-7.893938519448312,-7.932413166789246,-0.7472149191355193,-0.751427995841194
WE2_A072_3156s621,NA,NA,2.210816750672108,2.2654742398574617,0.054657489185353736,2.238145495264785,116.29938507618401,108.45246928302372,112.37592717960382,112.37592717960386,2.6139117720306784,1.403702605916523,2.0186275929517903,2.015486909681538,2.3148346200750654,2.3840105043834687,0.06917588430840338,2.3494225622292673,101.36603423342945,96.249215191324,97.24515161789195,97.92350222520825,0.23360604442078195,-0.6618993837204556,-0.48372276184816076,-0.3657049874302531,-14.45242495439561,-15.130775561711872,-2.3811918971117914,-2.502350354799951
WE2_A072_397s594,NA,NA,0.913425238899418,0.9718194421346321,0.05839420323521416,0.9426223405170251,106.48512659715887,107.7841231069438,108.11117179122077,107.82432636008453,1.0873845374150155,1.2977315429735854,1.3501863460558021,1.303895786749708,1.1471366154912401,1.2934252388994179,0.14628862340817772,1.220280927195329,105.3835968423418,109.11540297648055,109.21671761438871,108.86692014656673,0.9077967529767751,1.510257241489485,1.5263187588191431,1.4698869188676509,1.0425937864822004,1.1055458231679438,0.1659911321179428,0.17613241276334102
WE2_A072_487s724,NA,NA,0.6073229364086417,0.6373229364086419,0.03000000000000025,0.6223229364086418,105.76798688627895,110.48722783656751,108.61109907415673,108.52686135557379,0.9669659310765559,1.7260471179693588,1.4282627907301761,1.4142145887784072,0.7946316720860085,0.8873229364086419,0.09269126432263342,0.8409773042473252,124.32787761342001,--undefined--,92.28996458220544,102.09055740953467,3.769490852637973,--undefined--,-1.3890517695625884,0.18273408983662004,-6.436303946039118,-16.321134491951284,-1.2314804989417871,-2.8173145602927647
WE2_F003_3029,confirmation,NO,0.7657095897785975,0.8157095897785973,0.04999999999999982,0.7907095897785974,147.1864515092747,141.43765495454534,143.80410511115335,143.86210861911994,6.691248982553534,6.00193105659402,6.289152205888314,6.294347446391004,0.9200552960612691,1.075277890508722,0.1552225944474528,0.9976665932849955,219.24186996744794,--undefined--,269.77447564662725,256.7794164269897,13.590221390317785,--undefined--,17.16747761606647,16.265123741046864,112.91730780786978,125.9703705354739,9.97077629465586,10.878325410178157
WE2_F003_3392,genuine,NO,0.5605988078594895,0.6313346367559542,0.07073582889646479,0.5959667223077219,140.1878501065765,144.67380019676548,138.15764953969816,139.48372160833898,5.84751484728184,6.392644988941686,5.595762559312171,5.759052015383143,0.6894006408031708,0.8494006408031709,0.16000000000000014,0.7694006408031708,162.98173491548414,265.4641049705151,238.499552768927,225.02126265438673,8.456137426786468,16.90220158288442,15.036930804308408,13.753294895797696,85.53754104604775,100.34190322922885,7.994242880414553,9.441168244996238
WE2_F003_4258,confirmation,NO,0.6926777319241674,0.7497029682529238,0.057025236328756446,0.7211903500885456,227.90337241143348,234.16062202693263,228.9151395414029,229.64654167678043,14.261057558300408,14.729923073052355,14.337734051908296,14.392243932257925,0.7980963179764676,0.9534214128411796,0.15532509486471202,0.8757588654088236,228.7440279046029,217.88423111281094,218.23603563173455,218.53678237935625,14.323070839903167,13.482741460600085,13.510324224944943,13.531751108181954,-11.109759297424176,-10.679103909668356,-0.8604928240759708,-0.8274098269633523
WE2_F003_7082,genuine,NO,0.6499999999999999,0.7179607175607801,0.06796071756078015,0.68398035878039,200.38095607903574,202.23250319740612,208.04712982415487,206.06351327981636,12.032944840369616,12.191583302739325,12.682433942059275,12.514425015130472,0.8499999999999999,1.0983586797105473,0.24835867971054748,0.9741793398552736,229.64681186891463,421.68400986580406,359.26429960352925,344.1594539351518,14.393001061343345,24.91394779296819,22.121686028684092,20.95107240154116,138.09594065533545,151.2171697793744,8.436647386410689,9.439252086624817
WE2_J001_5074,genuine,NO,0.42000000000000004,0.49174732668331145,0.07174732668331141,0.45587366334165574,184.70550730461076,183.7832105040096,186.48213816452562,185.79910097840207,10.620118922746517,10.536059380771526,10.787766363982,10.723861130525618,0.64,0.72,0.07999999999999996,0.6799999999999999,208.0630819520586,--undefined--,224.46697389718136,221.83063412028667,12.679858577616807,--undefined--,13.997094840145184,13.786105362476953,36.03153314188461,37.98483573265574,3.0622442319513343,3.2093284761631846
WE2_J001_5188,genuine,NO,0.48779994232519136,0.574168695180155,0.08636875285496365,0.5309843187526732,178.82418970704276,192.8337598861432,186.64699787419173,185.28056438591005,10.061393026837822,11.365435486983355,10.803503540655234,10.673058349686482,0.69,0.8599999999999999,0.16999999999999993,0.7749999999999999,223.04984785902417,237.5574458498197,245.51982039425667,240.3354344157858,13.888393968697304,14.978770242526231,15.548764525107968,15.173058869874223,55.05487002987576,58.87282252006494,4.500000520187742,4.7452609844527345
WE2_J001_5408,genuine,YES,0.03651390676278775,0.11928967538849171,0.08277576862570396,0.07790179107563973,208.6219374200589,193.40834174766397,184.41733569446046,189.83864542983957,12.716180693399009,11.416269527416445,10.59112644714405,11.080105343884194,0.18091939195655818,0.23793931931591947,0.05701992735936129,0.20942935563623882,242.86562361292255,290.6316012513902,272.91707629917704,273.36877402218045,15.35034364495135,18.45182812180265,17.379811448373104,17.35970748833228,83.53012859234087,88.49974060471658,6.279602144448086,6.788685001229053
WE2_J002_1489,genuine,YES,0.5644797830264006,0.624446598113459,0.05996681508705848,0.5944631905699298,184.92660163205178,186.27818347678084,184.48528191794057,184.75440490521288,10.643428869538566,10.769110957079507,10.602064863368623,10.627164601675508,0.6555778365790785,0.7370545307677936,0.08147669418871506,0.6963161836734361,204.16141499190815,--undefined--,236.13238032298815,230.03113330233754,12.343331790697869,--undefined--,14.874814185025821,14.39832818134451,45.27672839712466,51.647098405047586,3.771163579669002,4.272749321657198
WE2_J002_1647,genuine,NO,1.02,1.08,0.06000000000000005,1.05,182.5253893175783,176.25668677315662,182.5456834977274,182.01990925566741,10.412553035407008,9.810911317558212,10.419090659945777,10.365580501869779,1.15,1.239562718534766,0.08956271853476605,1.1947813592673828,195.1566804709908,234.16022286708696,228.13468460024097,220.4037537561015,11.575594187751806,14.729801497882761,14.27128651640497,13.653671472745904,38.383844500434094,45.58900110251358,3.288090970876125,3.8521958564591934
WE2_J003_162,genuine,NO,0.60456608590663,0.7340513083322264,0.12948522242559646,0.6693086971194282,210.70928938084825,215.5817290540983,213.14550921747326,213.1455092174733,12.90302514815418,13.298801930065943,13.102060303043782,13.10166947520492,0.8025592838265557,0.9228383146692044,0.12027903084264868,0.8626987992478801,235.5025941795671,--undefined--,271.24539311724567,266.3850188225302,14.82371711005913,--undefined--,17.2712989463549,16.930649229254428,53.239509605056895,58.09988389977241,3.8289797540495076,4.169238643311118
WE2_J003_2511,genuine,NO,0.30000000000000004,0.37000000000000005,0.07,0.3350000000000001,236.84783327496652,228.33076226456936,225.87685610576392,228.01851640339774,14.927401704653137,14.293502907486271,14.104345882372213,14.263435320626103,0.5,0.6215087216154749,0.12150872161547488,0.5607543608077374,276.6018761867518,364.92667371004416,303.150995003791,310.05885218440307,17.60567026783754,22.41124998844247,19.178347419205167,19.46503258341813,82.04033578100533,77.2741388980271,5.201597262792026,5.074001536832954
WE2_J003_3026,genuine,NO,0.5,0.5907195018005003,0.09071950180050026,0.5453597509002501,237.37899861743927,236.7023998104504,236.54122755021316,236.6711686547209,14.966305349904959,14.916856176068457,14.905091776003143,14.914558649072934,0.74,0.8536912902208167,0.1136912902208167,0.7968456451104083,303.7609576932107,--undefined--,403.070002300517,384.4522686208151,19.21097293766248,--undefined--,24.127811693893655,23.216912288214214,147.78109996609422,166.52877475030382,8.30235363914128,9.222719917890512
WE2_J006_5495,genuine,NO,0.26,0.33999999999999997,0.07999999999999996,0.3,256.13729888738715,238.61288981133578,250.2361237897835,249.87849510973075,16.28196173023438,15.05477993005566,15.878313525751967,15.848566609175473,0.43107432044131333,0.536657781426523,0.10558346098520965,0.48386605093391816,275.9141309522505,386.6768364588924,370.14334689032046,354.27025363468783,17.561915625859637,23.413318798643548,22.650213514405976,21.805127981406184,104.39175852495708,119.90722310053695,5.956561372230711,6.77189998865401
